state,date,sex,ethnicity,abs
Pahang,01/01/2015,female,other_noncitizen,53
Pahang,01/01/2015,male,other_noncitizen,88
Pahang,01/01/2016,female,other_noncitizen,47
Pahang,01/01/2016,male,other_noncitizen,86
Pahang,01/01/2017,female,other_noncitizen,42
Pahang,01/01/2017,male,other_noncitizen,90
Pahang,01/01/2018,female,other_noncitizen,46
Pahang,01/01/2018,male,other_noncitizen,109
Pahang,01/01/2019,female,other_noncitizen,54
Pahang,01/01/2019,male,other_noncitizen,99
Pahang,01/01/2020,female,other_noncitizen,49
Pahang,01/01/2020,male,other_noncitizen,95
Pahang,01/01/2021,female,other_noncitizen,62
Pahang,01/01/2021,male,other_noncitizen,118
Pahang,01/01/2022,female,other_noncitizen,48
Pahang,01/01/2022,male,other_noncitizen,112
Perak,01/01/2015,female,other_noncitizen,135
Perak,01/01/2015,male,other_noncitizen,142
Perak,01/01/2016,female,other_noncitizen,154
Perak,01/01/2016,male,other_noncitizen,126
Perak,01/01/2017,female,other_noncitizen,125
Perak,01/01/2017,male,other_noncitizen,127
Perak,01/01/2018,female,other_noncitizen,110
Perak,01/01/2018,male,other_noncitizen,110
Perak,01/01/2019,female,other_noncitizen,160
Perak,01/01/2019,male,other_noncitizen,102
Perak,01/01/2020,female,other_noncitizen,121
Perak,01/01/2020,male,other_noncitizen,118
Perak,01/01/2021,female,other_noncitizen,151
Perak,01/01/2021,male,other_noncitizen,130
Perak,01/01/2022,female,other_noncitizen,122
Perak,01/01/2022,male,other_noncitizen,115
Perlis,01/01/2015,female,other_noncitizen,13
Perlis,01/01/2015,male,other_noncitizen,5
Perlis,01/01/2016,female,other_noncitizen,12
Perlis,01/01/2016,male,other_noncitizen,8
Perlis,01/01/2017,female,other_noncitizen,8
Perlis,01/01/2017,male,other_noncitizen,15
Perlis,01/01/2018,female,other_noncitizen,12
Perlis,01/01/2018,male,other_noncitizen,4
Perlis,01/01/2019,female,other_noncitizen,13
Perlis,01/01/2019,male,other_noncitizen,5
Perlis,01/01/2020,female,other_noncitizen,9
Perlis,01/01/2020,male,other_noncitizen,6
Perlis,01/01/2021,female,other_noncitizen,12
Perlis,01/01/2021,male,other_noncitizen,5
Perlis,01/01/2022,female,other_noncitizen,9
Perlis,01/01/2022,male,other_noncitizen,6
Pulau Pinang,01/01/2015,female,other_noncitizen,94
Pulau Pinang,01/01/2015,male,other_noncitizen,61
Pulau Pinang,01/01/2016,female,other_noncitizen,92
Pulau Pinang,01/01/2016,male,other_noncitizen,82
Pulau Pinang,01/01/2017,female,other_noncitizen,59
Pulau Pinang,01/01/2017,male,other_noncitizen,72
Pulau Pinang,01/01/2018,female,other_noncitizen,79
Pulau Pinang,01/01/2018,male,other_noncitizen,66
Pulau Pinang,01/01/2019,female,other_noncitizen,62
Pulau Pinang,01/01/2019,male,other_noncitizen,68
Pulau Pinang,01/01/2020,female,other_noncitizen,66
Pulau Pinang,01/01/2020,male,other_noncitizen,60
Pulau Pinang,01/01/2021,female,other_noncitizen,153
Pulau Pinang,01/01/2021,male,other_noncitizen,181
Pulau Pinang,01/01/2022,female,other_noncitizen,76
Pulau Pinang,01/01/2022,male,other_noncitizen,69
Sabah,01/01/2015,female,other_noncitizen,720
Sabah,01/01/2015,male,other_noncitizen,1062
Sabah,01/01/2016,female,other_noncitizen,282
Sabah,01/01/2016,male,other_noncitizen,354
Sabah,01/01/2017,female,other_noncitizen,479
Sabah,01/01/2017,male,other_noncitizen,377
Sabah,01/01/2018,female,other_noncitizen,247
Sabah,01/01/2018,male,other_noncitizen,387
Sabah,01/01/2019,female,other_noncitizen,215
Sabah,01/01/2019,male,other_noncitizen,326
Sabah,01/01/2020,female,other_noncitizen,204
Sabah,01/01/2020,male,other_noncitizen,367
Sabah,01/01/2021,female,other_noncitizen,576
Sabah,01/01/2021,male,other_noncitizen,642
Sabah,01/01/2022,female,other_noncitizen,303
Sabah,01/01/2022,male,other_noncitizen,406
Sarawak,01/01/2015,female,other_noncitizen,23
Sarawak,01/01/2015,male,other_noncitizen,37
Sarawak,01/01/2016,female,other_noncitizen,34
Sarawak,01/01/2016,male,other_noncitizen,28
Sarawak,01/01/2017,female,other_noncitizen,29
Sarawak,01/01/2017,male,other_noncitizen,39
Sarawak,01/01/2018,female,other_noncitizen,29
Sarawak,01/01/2018,male,other_noncitizen,33
Sarawak,01/01/2019,female,other_noncitizen,21
Sarawak,01/01/2019,male,other_noncitizen,40
Sarawak,01/01/2020,female,other_noncitizen,26
Sarawak,01/01/2020,male,other_noncitizen,32
Sarawak,01/01/2021,female,other_noncitizen,31
Sarawak,01/01/2021,male,other_noncitizen,54
Sarawak,01/01/2022,female,other_noncitizen,41
Sarawak,01/01/2022,male,other_noncitizen,48
Selangor,01/01/2015,female,other_noncitizen,370
Selangor,01/01/2015,male,other_noncitizen,456
Selangor,01/01/2016,female,other_noncitizen,443
Selangor,01/01/2016,male,other_noncitizen,493
Selangor,01/01/2017,female,other_noncitizen,429
Selangor,01/01/2017,male,other_noncitizen,495
Selangor,01/01/2018,female,other_noncitizen,370
Selangor,01/01/2018,male,other_noncitizen,488
Selangor,01/01/2019,female,other_noncitizen,383
Selangor,01/01/2019,male,other_noncitizen,539
Selangor,01/01/2020,female,other_noncitizen,342
Selangor,01/01/2020,male,other_noncitizen,411
Selangor,01/01/2021,female,other_noncitizen,1234
Selangor,01/01/2021,male,other_noncitizen,1821
Selangor,01/01/2022,female,other_noncitizen,425
Selangor,01/01/2022,male,other_noncitizen,535
Terengganu,01/01/2015,female,other_noncitizen,6
Terengganu,01/01/2015,male,other_noncitizen,23
Terengganu,01/01/2016,female,other_noncitizen,17
Terengganu,01/01/2016,male,other_noncitizen,24
Terengganu,01/01/2017,female,other_noncitizen,12
Terengganu,01/01/2017,male,other_noncitizen,22
Terengganu,01/01/2018,female,other_noncitizen,21
Terengganu,01/01/2018,male,other_noncitizen,22
Terengganu,01/01/2019,female,other_noncitizen,10
Terengganu,01/01/2019,male,other_noncitizen,16
Terengganu,01/01/2020,female,other_noncitizen,10
Terengganu,01/01/2020,male,other_noncitizen,21
Terengganu,01/01/2021,female,other_noncitizen,20
Terengganu,01/01/2021,male,other_noncitizen,31
Terengganu,01/01/2022,female,other_noncitizen,27
Terengganu,01/01/2022,male,other_noncitizen,23
W.P. Kuala Lumpur,01/01/2015,female,other_noncitizen,155
W.P. Kuala Lumpur,01/01/2015,male,other_noncitizen,172
W.P. Kuala Lumpur,01/01/2016,female,other_noncitizen,148
W.P. Kuala Lumpur,01/01/2016,male,other_noncitizen,164
W.P. Kuala Lumpur,01/01/2017,female,other_noncitizen,153
W.P. Kuala Lumpur,01/01/2017,male,other_noncitizen,202
W.P. Kuala Lumpur,01/01/2018,female,other_noncitizen,155
W.P. Kuala Lumpur,01/01/2018,male,other_noncitizen,199
W.P. Kuala Lumpur,01/01/2019,female,other_noncitizen,137
W.P. Kuala Lumpur,01/01/2019,male,other_noncitizen,199
W.P. Kuala Lumpur,01/01/2020,female,other_noncitizen,101
W.P. Kuala Lumpur,01/01/2020,male,other_noncitizen,160
W.P. Kuala Lumpur,01/01/2021,female,other_noncitizen,467
W.P. Kuala Lumpur,01/01/2021,male,other_noncitizen,617
W.P. Kuala Lumpur,01/01/2022,female,other_noncitizen,158
W.P. Kuala Lumpur,01/01/2022,male,other_noncitizen,212
W.P. Labuan,01/01/2015,female,other_noncitizen,4
W.P. Labuan,01/01/2015,male,other_noncitizen,3
W.P. Labuan,01/01/2016,female,other_noncitizen,13
W.P. Labuan,01/01/2016,male,other_noncitizen,13
W.P. Labuan,01/01/2017,female,other_noncitizen,6
W.P. Labuan,01/01/2017,male,other_noncitizen,4
W.P. Labuan,01/01/2018,female,other_noncitizen,4
W.P. Labuan,01/01/2018,male,other_noncitizen,11
W.P. Labuan,01/01/2019,female,other_noncitizen,12
W.P. Labuan,01/01/2019,male,other_noncitizen,15
W.P. Labuan,01/01/2020,female,other_noncitizen,13
W.P. Labuan,01/01/2020,male,other_noncitizen,17
W.P. Labuan,01/01/2021,female,other_noncitizen,27
W.P. Labuan,01/01/2021,male,other_noncitizen,32
W.P. Labuan,01/01/2022,female,other_noncitizen,12
W.P. Labuan,01/01/2022,male,other_noncitizen,15
W.P. Putrajaya,01/01/2015,female,other_noncitizen,1
W.P. Putrajaya,01/01/2015,male,other_noncitizen,0
W.P. Putrajaya,01/01/2016,female,other_noncitizen,0
W.P. Putrajaya,01/01/2016,male,other_noncitizen,1
W.P. Putrajaya,01/01/2017,female,other_noncitizen,1
W.P. Putrajaya,01/01/2017,male,other_noncitizen,0
W.P. Putrajaya,01/01/2018,female,other_noncitizen,0
W.P. Putrajaya,01/01/2018,male,other_noncitizen,0
W.P. Putrajaya,01/01/2019,female,other_noncitizen,1
W.P. Putrajaya,01/01/2019,male,other_noncitizen,1
W.P. Putrajaya,01/01/2020,female,other_noncitizen,1
W.P. Putrajaya,01/01/2020,male,other_noncitizen,0
W.P. Putrajaya,01/01/2021,female,other_noncitizen,0
W.P. Putrajaya,01/01/2021,male,other_noncitizen,1
W.P. Putrajaya,01/01/2022,female,other_noncitizen,0
W.P. Putrajaya,01/01/2022,male,other_noncitizen,5
